subj,MW1_sham_B0,MW1_real_B0,MW1_sham_B1,MW1_real_B1,MW1_sham_B2,MW1_real_B2,MW1_sham_B3,MW1_real_B3,MW2_sham_B0,MW2_real_B0,MW2_sham_B1,MW2_real_B1,MW2_sham_B2,MW2_real_B2,MW2_sham_B3,MW2_real_B3,MW3_sham_B0,MW3_real_B0,MW3_sham_B1,MW3_real_B1,MW3_sham_B2,MW3_real_B2,MW3_sham_B3,MW3_real_B3,AE_sham_B0,AE_real_B0,AE_sham_B1,AE_real_B1,AE_sham_B2,AE_real_B2,AE_sham_B3,AE_real_B3,BV_sham_B0,BV_real_B0,BV_sham_B1,BV_real_B1,BV_sham_B2,BV_real_B2,BV_sham_B3,BV_real_B3
PFC020,1.4545454545454546,1.4545454545454546,1.0909090909090908,2.272727272727273,1.0909090909090908,1.8181818181818181,1.2727272727272727,1.1818181818181819,3.090909090909091,3.272727272727273,3.8181818181818183,3,3.727272727272727,3.090909090909091,3.8181818181818183,3.909090909090909,3.272727272727273,3.909090909090909,4,3.727272727272727,3.909090909090909,3.909090909090909,4,3.909090909090909,-0.8408951628720043,-0.5458872936438696,-0.6929219079015484,-0.6075074972501386,-0.7101022462547689,-0.7605642284937608,-0.9993484723181046,-0.657513301107346,0.05791277347495333,0.3863375062846296,0.847773541658015,3.0086711000381086,0.510399753412693,1.3299590554979241,0.2484798137377303,-0.11738536772305863
PFC021,1.3636363636363635,2.3636363636363638,2.5454545454545454,1.7272727272727273,2.8181818181818183,2.8181818181818183,2,1.7272727272727273,3.5454545454545454,2.6363636363636362,3.1818181818181817,3,3.4545454545454546,2.727272727272727,3.1818181818181817,3.1818181818181817,2.3636363636363638,2.3636363636363638,3.3636363636363638,2.1818181818181817,3.5454545454545454,3.5454545454545454,2.4545454545454546,2.272727272727273,0.15923394945050448,0.7824930862790056,0.34652993794943815,0.7091887427200962,-0.19798480129765905,0.22440275543826133,-0.11424997965381474,0.19822996516178218,-0.19592032268278778,-0.2245060162864188,-0.023401956584558726,-0.03832555615294831,0.4468532581187298,0.007019989974252205,-0.5335134755996761,-0.5704815957263646
PFC022,2.1818181818181817,1.0909090909090908,2.090909090909091,1.5454545454545454,2.5454545454545454,2.1818181818181817,2.1818181818181817,1.9090909090909092,2.909090909090909,3.8181818181818183,2.3636363636363638,3.4545454545454546,2.3636363636363638,2.1818181818181817,2.5454545454545454,1.8181818181818181,2.8181818181818183,1.5454545454545454,2.6363636363636362,1.3636363636363635,2.909090909090909,2.8181818181818183,2.727272727272727,3,-0.4945427494345136,-0.33171367299775434,-0.36853347898511685,-0.64849302626424,-0.5399928606504131,-0.45671150355924456,-0.4163162388703529,-0.6092412119962216,0.056580141148667135,-0.6065190018401386,-0.21097218837253853,-0.10979331238786721,-0.08178057526063573,0.04398136390865724,0.457897581076787,-0.3798889553044731
PFC023,2.090909090909091,1.1818181818181819,2.090909090909091,2.3636363636363638,2.727272727272727,2.8181818181818183,2.272727272727273,2.6363636363636362,1.5454545454545454,3.4545454545454546,1.6363636363636365,3.8181818181818183,2,3.909090909090909,1.9090909090909092,3.6363636363636362,2.090909090909091,1.5454545454545454,2.4545454545454546,3.090909090909091,3.090909090909091,3.1818181818181817,2.8181818181818183,2.6363636363636362,0.45981699750297034,1.0964079418492692,0.4041861550820355,1.1824316499453973,0.3114188783134801,0.848909811301857,0.31954996146755027,0.832087524104893,-0.8249114264441438,-1.1062836335518553,-0.9848271555139158,-0.7093339303120294,-0.8645926563231048,-0.4642215193654928,-0.8224706478244588,-0.5470815811837721
PFC024,2.1818181818181817,2.1818181818181817,2.3636363636363638,2.6363636363636362,2.6363636363636362,2.5454545454545454,2.909090909090909,2.3636363636363638,2.4545454545454546,2.272727272727273,2.5454545454545454,1.9090909090909092,2.3636363636363638,2.272727272727273,2.1818181818181817,2,2.4545454545454546,2.8181818181818183,2.8181818181818183,2.5454545454545454,3,2.6363636363636362,2.8181818181818183,2.909090909090909,-0.40035260534582556,0.11049633374596177,-0.5778667295575837,0.6790996630654216,-0.6078111124841219,0.15260170008681112,-0.10595122386525559,-0.006967284197864362,-0.19060983195048745,-0.5045126958108503,-0.3314082159998959,-0.43813800754403354,-0.1620936005116302,-0.8208554150874297,-0.4866629897271446,-0.5982549413566434
PFC025,2,3.4545454545454546,1,1,1.5454545454545454,2.1818181818181817,1.2727272727272727,1.9090909090909092,2.909090909090909,2,3.4545454545454546,1,3.1818181818181817,2.727272727272727,2.3636363636363638,2.8181818181818183,2.3636363636363638,1.9090909090909092,1.2727272727272727,1,2.1818181818181817,1.8181818181818181,2,2.090909090909091,-0.14020656465481715,-0.4886038581585179,-0.1460494707511782,0.2113784038883034,-0.45196840963131213,-0.4533508701062642,-0.18477936046354343,-0.028018874885150587,-0.10575104017020426,-0.21637460243003445,-0.35182073171619593,-0.2408870703830692,-0.2545981372154027,-0.23721630105172,-0.35688094365666423,-0.12834181400142253
PFC026,1.8181818181818181,2.090909090909091,2.272727272727273,2,2.4545454545454546,2,2.1818181818181817,2.090909090909091,2.3636363636363638,2.6363636363636362,2.727272727272727,2.727272727272727,2.727272727272727,2.4545454545454546,2.6363636363636362,2.272727272727273,3.090909090909091,2.4545454545454546,3,2.3636363636363638,2.8181818181818183,2.5454545454545454,2.3636363636363638,2.727272727272727,0.6103471490260908,0.3424736132963533,0.20683459537134985,-0.3625153829659016,-0.28517484954787375,-0.1435015464470624,-0.3439731145111168,0.2828376851116287,-0.18164118716118605,-0.0728031541174995,-0.24284464421189098,0.6108081460623286,-0.20211377634080865,-0.46260415425233575,-0.058119386998290404,-0.38281839387587485
PFC027,2,2.090909090909091,2.909090909090909,2.3636363636363638,3.3636363636363638,2.272727272727273,2.272727272727273,2.1818181818181817,2.1818181818181817,2.8181818181818183,1.7272727272727273,2.3636363636363638,1.4545454545454546,2.090909090909091,2.090909090909091,2,3.4545454545454546,3.5454545454545454,3,3.5454545454545454,3.090909090909091,3.272727272727273,3.1818181818181817,2.8181818181818183,-1.1508636374375423,-1.4410563141550892,-1.314490983517321,-1.324676431896945,-1.2506008653398708,-1.4949686222858363,-1.3192832453836691,-1.243254633376284,0.4515998657949102,-0.0723106577340053,0.4869128991711529,0.6585040325960786,0.9467274343562169,0.3705633868291045,0.8194561804555213,0.7806635034664985
PFC028,2.4545454545454546,2.4545454545454546,2.4545454545454546,2.727272727272727,1.8181818181818181,2.909090909090909,2.6363636363636362,2.727272727272727,2.3636363636363638,2.3636363636363638,1.9090909090909092,2,2.8181818181818183,1.8181818181818181,2.1818181818181817,1.7272727272727273,2.3636363636363638,2.5454545454545454,2.8181818181818183,3.090909090909091,1.4545454545454546,3.1818181818181817,3.090909090909091,3,-0.3104142483390435,0.2606496283502345,-0.35352410175020255,0.11214593036655884,-0.6504065572213448,-0.1972394248676564,-0.44453281346589857,0.04074207582867113,-0.12380078576499239,-0.07329360180428027,-0.5363897379585101,-0.0642230453153492,-0.6444738812953458,0.07766340230827441,-0.5738031192861144,0.09318758387343898
PFC029,1.5454545454545454,1.5454545454545454,1.1818181818181819,1.3636363636363635,1.5454545454545454,1.0909090909090908,1.3636363636363635,1.1818181818181819,1.3636363636363635,1.3636363636363635,1.0909090909090908,1.3636363636363635,1.3636363636363635,1.0909090909090908,1.2727272727272727,1.0909090909090908,1.5454545454545454,1.4545454545454546,1.3636363636363635,1.3636363636363635,1.6363636363636365,1.0909090909090908,1.3636363636363635,1.0909090909090908,0.10583657604193131,0.23936488619393037,-0.29353183212146466,0.054468350404459395,-0.04344019674274086,0.0036668627066269773,-0.2046625970922567,-0.18930708149461759,0.13631513078402074,0.12155297026208492,0.04212532640669411,0.3000026880111423,0.1756160762618794,0.0823768480464518,0.2628091349395149,-0.10287416033436815
PFC030,3.090909090909091,3,2.909090909090909,2.727272727272727,3,3,2.4545454545454546,3.1818181818181817,2.1818181818181817,2,2.4545454545454546,1.9090909090909092,2.727272727272727,1.7272727272727273,2.3636363636363638,1.6363636363636365,2.727272727272727,2.6363636363636362,3.4545454545454546,2.727272727272727,3.1818181818181817,3,3,2.727272727272727,0.6148542808039822,0.3748256455344573,0.353323676328413,-0.13383375186508592,0.32919773235096544,-0.31748648547141683,0.4665258293121335,0.060760332116084274,-1.1611112908615224,-0.5997824556038177,-0.961847127933786,-1.2411269940834446,-1.0258450432819715,-0.7572681789297363,-1.1352552486121887,-1.288246551773517
PFC031,1.4545454545454546,1.3636363636363635,1.1818181818181819,1.9090909090909092,1.3636363636363635,1.5454545454545454,1.6363636363636365,1.5454545454545454,3.5454545454545454,3.727272727272727,3.4545454545454546,2.727272727272727,3.8181818181818183,3.090909090909091,3,3.3636363636363638,1.9090909090909092,1.3636363636363635,1.3636363636363635,2,2,1.8181818181818181,2.3636363636363638,1.5454545454545454,0.5362863928798733,-0.16223987396940362,0.803581869111646,0.8783872059410778,1.1356644181982303,0.4578189264437914,1.3999051482685276,0.42798000548925424,-0.48675033036729287,-0.6081256535744686,-0.6899830926666592,-0.6069499725772227,-0.3851145064501653,-0.7631416167396822,-0.6711326071038648,-0.6135792715918783
PFC032,2.272727272727273,3.5454545454545454,2.090909090909091,2.272727272727273,2.3636363636363638,3.272727272727273,2,2.909090909090909,2.090909090909091,3,2.6363636363636362,2.3636363636363638,1.6363636363636365,2.272727272727273,2.5454545454545454,2.272727272727273,2.727272727272727,3,3.272727272727273,2.727272727272727,3.1818181818181817,4,3.090909090909091,3.727272727272727,-0.6997815501298263,-0.6752120637613577,-0.8851187775755285,-1.0426069154903206,-1.2147325155594435,-1.1705699529709104,-1.2464257645031125,-0.6158669951756217,0.18917710229624404,2.1536532935321295,0.24418705102009297,-0.016888196947643933,0.6159493944901057,1.107040549646365,0.11287996997359878,1.751477492907844
PFC033,1.2727272727272727,1.3636363636363635,1.9090909090909092,1.8181818181818181,2.272727272727273,2.1818181818181817,1.8181818181818181,1.9090909090909092,1.5454545454545454,3.090909090909091,1.6363636363636365,3.090909090909091,2.272727272727273,2.5454545454545454,2.4545454545454546,2.8181818181818183,1.7272727272727273,1.1818181818181819,1.9090909090909092,1.8181818181818181,2.4545454545454546,2.6363636363636362,2.3636363636363638,2.272727272727273,0.3799879431905477,0.9805153266434871,-0.0018658820156886176,0.5708192725227949,-0.006012521720773553,0.3474425470735274,0.22767294898607648,0.3104335055423041,1.7653803520982396,0.6812967856789984,1.144005156293912,1.1682630305756452,1.7094288284154187,0.626732481559852,1.1846565668403939,0.779465207364583
PFC034,2.272727272727273,1.7272727272727273,2.4545454545454546,1.7272727272727273,2.272727272727273,2.090909090909091,2.1818181818181817,2.727272727272727,2.8181818181818183,3.5454545454545454,2.1818181818181817,3.090909090909091,2.6363636363636362,2.272727272727273,2.5454545454545454,2.090909090909091,2.909090909090909,3.727272727272727,2.8181818181818183,3.4545454545454546,3.1818181818181817,2.3636363636363638,3,2.4545454545454546,0.41045032423496086,0.6050974831446095,0.023094396901854414,0.34302158019453877,0.298599892951675,0.5889804670970527,-0.09172531089041379,0.24289871579625164,-0.6596811168934,-0.7608012680831681,-0.8271808892126473,-0.7417565224356751,-0.7954174193590499,-0.8068590724942212,-0.8995229786170565,-1.0513269002834165
PFC035,1.4545454545454546,1.8181818181818181,1.2727272727272727,1.8181818181818181,1.1818181818181819,2.1818181818181817,1.5454545454545454,2.3636363636363638,3.8181818181818183,2.909090909090909,3.090909090909091,2,2.4545454545454546,2.5454545454545454,2.909090909090909,2.4545454545454546,1.1818181818181819,1.4545454545454546,1.3636363636363635,2.3636363636363638,1.1818181818181819,2.909090909090909,2.1818181818181817,2.727272727272727,0.22729657088465458,0.057466490312012675,0.5562068230809315,0.4872198232365975,0.10727271119040313,0.2809395670344684,0.4990008574742655,-0.06529682820559272,-0.4374232292848753,-0.05832884812334243,-0.19056640999286192,-0.08917762426392235,-0.6275194695807629,0.05168736562870033,-0.44756155661906627,-0.32141347174806634
PFC036,1.2727272727272727,1.3636363636363635,1.2727272727272727,1.2727272727272727,1,1.2727272727272727,1.4545454545454546,1.3636363636363635,3.727272727272727,3.6363636363636362,3.727272727272727,3.727272727272727,4,3.727272727272727,3.6363636363636362,3.6363636363636362,1.2727272727272727,1.1818181818181819,1.1818181818181819,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.3636363636363635,1.3636363636363635,-1.1853966619210947,-0.675175245079696,-1.7504157188565879,-0.5160567813262764,-0.8798662239128144,-1.6404784940039872,-1.7260790046803167,-1.7504157188565879,-0.3348481463898013,-0.34148378906843946,-0.28298517923711836,-0.010958173932446998,-0.2219846499226725,-0.002498349220577479,0.3238256749326997,-0.4926415377744659
PFC037,2.5454545454545454,3.090909090909091,1.8181818181818181,2.909090909090909,1.2727272727272727,2.3636363636363638,1.3636363636363635,2.727272727272727,2.090909090909091,2.909090909090909,2.909090909090909,1.9090909090909092,2.4545454545454546,2.3636363636363638,3.1818181818181817,2.090909090909091,3.727272727272727,3.727272727272727,4,3.727272727272727,4,3.4545454545454546,3.727272727272727,2.909090909090909,-0.2644579567019795,-0.13895195512316902,-0.3061884663090029,0.11494494413549722,-0.4522186480938088,-0.03866200815632636,-0.6063292755333058,0.05675229802832415,0.5805615123503195,0.4502272091651739,0.14077821200943058,0.30050556715486876,-0.28814635555251844,0.31527999874876395,-0.07249701825937063,0.4261889028881132
PFC038,2.272727272727273,2.090909090909091,2.6363636363636362,2.727272727272727,3,3,2.1818181818181817,2.1818181818181817,2.090909090909091,2,2.3636363636363638,2.272727272727273,2.727272727272727,3,2.1818181818181817,2.272727272727273,2.272727272727273,2.3636363636363638,2.8181818181818183,2.6363636363636362,3,3.1818181818181817,2.4545454545454546,2.5454545454545454,-0.2664344566830323,-0.22217796498995288,-0.4305543796109221,-0.22721525143622046,-0.902815243217841,-0.19492221576628693,-0.6964941302603702,-0.6037335991272301,0.1847894011889997,0.03733947327239449,0.021516689265879546,-0.11802545985082583,1.009367398269776,0.0015338686971787753,1.0301431053680117,0.2140971348151385
PFC039,2.5454545454545454,3.090909090909091,2.6363636363636362,3.4545454545454546,2.6363636363636362,3.1818181818181817,2.272727272727273,3.272727272727273,3,2.727272727272727,2.5454545454545454,1.9090909090909092,2.6363636363636362,1.5454545454545454,2.272727272727273,1.1818181818181819,2.727272727272727,3.727272727272727,2.909090909090909,3,3.272727272727273,2.727272727272727,2.4545454545454546,2.5454545454545454,-1.2675763091980652,-1.6080725870507566,-1.3692271591895002,-1.643179775139772,-0.5667032634457532,-1.7517834660936797,-1.4958938711710288,-1.7517834660936797,-0.29809275413803177,-0.434159366816979,-0.43927092091326236,-0.4952266092652279,-0.39085702300677616,-0.7285840873989388,-0.5273299181330456,-0.4784057976047383
PFC040,2,1.9090909090909092,2.5454545454545454,2.090909090909091,2.4545454545454546,2.272727272727273,2.727272727272727,2.272727272727273,1.7272727272727273,1.7272727272727273,2.272727272727273,2,2.1818181818181817,1.8181818181818181,1.9090909090909092,1.9090909090909092,2.090909090909091,1.9090909090909092,2.5454545454545454,2.090909090909091,2.4545454545454546,2.1818181818181817,2.6363636363636362,2.1818181818181817,1.2420294413277715,0.7295672034340914,1.542723274633452,0.31961470621000215,0.939365077228019,0.5198053474151166,0.27830353598169383,-0.09204558231257041,-0.08208124957783594,0.12238293857223986,0.14945331256529856,-0.08809518590091758,0.14385183983891062,-0.13395456111123727,0.2397722210983015,-0.016597474699168106
